fecha,Buenos Aires,Cordoba,Tucuman,Mendoza,Santa Fe,Santiago del estero
2022-05-26,0.11028279825098447,0.06143341416392114,0.06481572616519943,0.08403439358207379,0.09630235054844333,0.04516751562096477
2022-05-27,0.1412148562038362,0.05822321190978902,0.07108018374688331,0.15100944257438575,0.08633398757248377,0.09400912659770243
2022-05-28,0.18430683699940784,0.140357612984309,0.0842802932391168,0.17586150425149558,0.27721645809038725,0.1520062689804489
2022-05-29,0.17508921449243892,0.1596205556112142,0.08000619056264269,0.12320327419533472,0.15451074675438467,0.21739903303318356
2022-05-30,0.13105500134451473,0.05532533991701398,0.04882838273094392,0.1518447750458071,0.02594980887693473,0.03205461344887448
2022-05-31,0.09416352752884886,0.09084168623398688,0.05307013598507508,0.18797263967937253,0.09025496079423284,0.1131228967203555
2022-06-01,0.08118198066986185,0.05976198578233685,0.05127258017998395,0.06370578316415487,0.029831197516738465,0.025362555087724125
2022-06-02,0.08486744342524799,0.04678708283912666,0.05134994858014345,0.06540492241403206,0.036604936803158086,0.05017565270205885
2022-06-03,0.08884278748097608,0.06749530224523964,0.03077502954485405,0.041769843509476316,0.018574343185802464,0.014383161310219923
2022-06-04,0.036209329556373966,0.11537090502169578,0.034026629237069554,0.05159969224383589,0.04089257718640556,0.016891115979421962
2022-06-05,0.08309579121290518,0.1826394184199644,0.05358331771015756,0.15872975559300698,0.21152783410032028,0.09242576397982759
2022-06-06,0.1270746199205241,0.049103018250066,0.06359477682543362,0.08210974662620643,0.04609820282817838,0.12539283658398442
2022-06-07,0.09975331425131541,0.06004952685381883,0.06250963807663852,0.0912145800818191,0.031621401908921244,0.05881884563787378
2022-06-08,0.07598926498439838,0.045549874206656724,0.03594041745495707,0.12241613018053907,0.035762809169395386,0.04465963283715653
2022-06-09,0.08318464515158894,0.04296759020307514,0.046192973152619915,0.1247733654775969,0.050545755038733736,0.030414994292082928
2022-06-10,0.07168015456566795,0.056050060008742554,0.06136864203347717,0.10210072364054028,0.06439086464401614,0.07733528004811324
2022-06-11,0.11906429917680668,0.1180137466577019,0.021576453986226762,0.09852717239411794,0.05654384492981975,0.06661042621605547
2022-06-12,0.12083867214427131,0.13070906717622532,0.09272693482889462,0.11021618404811961,0.07385104429729794,0.09247818516665184
2022-06-13,0.06171857749763653,0.032145497615753006,0.06559006671460293,0.09442016167660172,0.08517095009591083,0.028370299905917235
2022-06-14,0.055197708138530824,0.05294332168760991,0.05568417518762763,0.08270485455055628,0.032309026784792166,0.04436863269764339
2022-06-15,0.05990665120133404,0.050091869910090174,0.043382940511863075,0.053350713236760695,0.05053946229251743,0.01841490440532957
2022-06-16,0.050407152899615844,0.0347648204078632,0.026472611132358027,0.03772557112253968,0.020557974719356057,0.02265509036894233
2022-06-17,0.09021676962239263,0.037060291545314976,0.054756900573344675,0.06975851332558909,0.09734224416128899,0.03128029250810672
2022-06-18,0.06510132962563095,0.05574305175890033,0.027353896114436057,0.03547641714979568,0.0034851461945566223,0.006468944491751264
2022-06-19,0.036442458052148456,0.16930233336666725,0.03395454951725515,0.05764889607770779,0.057863183491716055,0.014742043869016822
2022-06-20,0.027636463496589166,0.08285132876937705,0.02519256861983296,0.0597573081636947,0.021960528066182015,0.030664160956481397
2022-06-21,0.06088137803850682,0.05400595171614737,0.037352544165591264,0.04969381508635174,0.07245867902672914,0.03215979764167492
2022-06-22,0.10755536583742122,0.05874913325527037,0.047863665267439584,0.07815661796527033,0.023917359113568418,0.03730709994933836
2022-06-23,0.06778117497734087,0.09051181924460988,0.025397323783325397,0.08015089857591785,0.0474416195668623,0.0198972294415004
