fecha,Buenos Aires,Cordoba,Tucuman,Mendoza,Santa Fe,Santiago del estero
2022-05-26,0.003081496235324612,0.004634100735242098,0.004061326468364644,0.0036726979543547076,0.0016707590519777565,0.0093146146707045
2022-05-27,0.003972296697764316,0.004992237539516703,0.002383456098499218,0.006352475120013047,0.015716111435623337,0.005584602744694171
2022-05-28,0.008798899752996994,0.006808880483278995,0.00481049303086922,0.0028617639297296147,0.005582362282944274,0.0
2022-05-29,0.009794980348008001,0.010480401045703195,0.012651156238069105,0.008295305100142774,0.006441891466309478,0.018273379349277967
2022-05-30,0.011138979475294828,0.011186487398178735,0.0070939266264200464,0.005931040543257984,0.008952187342379576,0.01998539896686148
2022-05-31,0.002585506741338473,0.006120775236918772,0.00417952616645152,0.003567626311562081,0.0015021175419823556,0.006261725803568379
2022-06-01,0.012041569107602863,0.0068945263256514995,0.004193233157504519,0.006966407703980388,0.008906496525411584,0.011377265141956194
2022-06-02,0.007962543178732948,0.007625282937741991,0.00916352498182274,0.026101961522974407,0.003613325753863642,0.007924100901393144
2022-06-03,0.006711669434009731,0.0013189466248475364,0.0060909402781513374,0.0032926112172721837,0.004064701617969829,0.011019714037266488
2022-06-04,0.0018339664656339134,0.003900474592091008,0.0073481672424069895,0.0016603034729587008,0.002731025784016061,0.008590590317137369
2022-06-05,0.010761519745010592,0.00026739397515060663,0.0033621105530527136,0.006575087300627393,0.003921618531566156,0.015911084289012285
2022-06-06,0.006778624231880007,0.002987671809925521,0.005224547305155048,0.010622745989517585,0.01226418127958584,0.01149746030156378
2022-06-07,0.006898230236812111,0.007984490581774617,0.006781526406894553,0.008966740368031027,0.00892304780258159,0.008211055728380021
2022-06-08,0.007247552723251122,0.00357419507858372,0.004394970891902586,0.0029799935720402513,0.011482809192493131,0.004398893508538
2022-06-09,0.005158226265727419,0.01115198619004507,0.010610427746368585,0.01354179079616495,0.008890173021932755,0.011804948121266399
2022-06-10,0.00726045345289798,0.0029423968870405767,0.0054051573450951285,0.010258706619822654,0.00023943304331705263,0.012908628749710011
2022-06-11,0.010182272090553206,0.0038726490903543045,0.009631372951249354,0.005662877038076442,0.014377266814319528,0.01255702368907241
2022-06-12,0.008629256633638786,0.003285299792902367,0.010207134514404505,0.002887804800878477,0.00012874320305404,0.020701963250843784
2022-06-13,0.006492405508861442,0.010135426869129447,0.004830502898634892,0.010003499626006013,0.003620692054292204,0.022450031682141446
2022-06-14,0.008447608794544521,0.004677099938617522,0.007548485206265415,0.003964796475742228,0.015684686587830808,0.000653458511754368
2022-06-15,0.006537618551858306,0.014878845373271513,0.011452057577917712,0.017394891064178523,0.008240919328406614,0.00891170707244812
2022-06-16,0.005095700300281124,0.011196852517131916,0.014430573735614103,0.005457758332349335,0.002437143073751882,0.008004197628645068
2022-06-17,0.0018512668954264596,0.0006382753182259,0.006223164008788824,0.009823482369954622,0.0037762670695262214,0.002229626059634109
2022-06-18,0.0054470078469090735,0.012060656283702361,0.00603674320662506,0.004539096934034625,0.006582795717824267,0.010058167184300684
2022-06-19,0.006522216245895657,0.00011175393710227693,0.007412246419178873,0.0052413811512306745,0.00379920781929875,0.0068103569645884005
2022-06-20,0.00518978569863096,0.0030994455008020515,0.0081545499334272,0.010493938228877868,0.002823599161993533,0.005967238891616379
